1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
56, icy, minecraft:snowy_plains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
57, icy, minecraft:snowy_plains, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
58, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
59, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 5, 1, 2
60, icy, minecraft:snowy_plains, CREATURE, finsandtails:wherble, 5, 2, 6
61, icy, minecraft:snowy_plains, CREATURE, crittersandcompanions:shima_enaga, 5, 2, 3
62, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:drygmy, 5, 1, 2
63, icy, minecraft:snowy_plains, CREATURE, cnb:yeti, 5, 2, 3
64, icy, minecraft:snowy_plains, CREATURE, ecologics:penguin, 5, 4, 5
65, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
66, icy, minecraft:snowy_plains, CREATURE, snuffles:snuffle, 5, 4, 4
67, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
68, icy, minecraft:snowy_plains, CREATURE, feywild:winter_pixie, 5, 1, 1
69, icy, minecraft:snowy_plains, CREATURE, feywild:autumn_pixie, 5, 1, 1
70, icy, minecraft:snowy_plains, CREATURE, feywild:spring_pixie, 5, 1, 1
71, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
72, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
73, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
74, none, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
75, none, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
76, none, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
77, none, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
78, none, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
79, none, minecraft:ice_spikes, MONSTER, minecraft:enderman, 5, 1, 4
80, none, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
81, none, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
82, none, minecraft:ice_spikes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
83, none, minecraft:ice_spikes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
84, none, minecraft:ice_spikes, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
85, none, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
86, none, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
87, none, minecraft:ice_spikes, CREATURE, finsandtails:wherble, 5, 2, 6
88, none, minecraft:ice_spikes, CREATURE, ars_nouveau:drygmy, 5, 1, 2
89, none, minecraft:ice_spikes, CREATURE, cnb:yeti, 5, 2, 3
90, none, minecraft:ice_spikes, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
91, none, minecraft:ice_spikes, CREATURE, snuffles:snuffle, 5, 4, 4
92, none, minecraft:ice_spikes, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
93, none, minecraft:ice_spikes, CREATURE, feywild:winter_pixie, 5, 1, 1
94, none, minecraft:ice_spikes, CREATURE, feywild:autumn_pixie, 5, 1, 1
95, none, minecraft:ice_spikes, CREATURE, feywild:spring_pixie, 5, 1, 1
96, none, minecraft:ice_spikes, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
97, none, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
98, none, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
99, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
100, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
101, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 5, 1, 1
102, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
103, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
104, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
105, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
106, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
107, desert, minecraft:desert, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
108, desert, minecraft:desert, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
109, desert, minecraft:desert, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
110, desert, minecraft:desert, CREATURE, minecraft:rabbit, 5, 2, 3
111, desert, minecraft:desert, CREATURE, cnb:cactem, 5, 6, 13
112, desert, minecraft:desert, CREATURE, friendsandfoes:mauler, 8, 1, 1
113, desert, minecraft:desert, CREATURE, ars_nouveau:drygmy, 5, 1, 2
114, desert, minecraft:desert, CREATURE, cnb:lizard, 15, 1, 4
115, desert, minecraft:desert, CREATURE, feywild:summer_pixie, 5, 1, 1
116, desert, minecraft:desert, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
117, desert, minecraft:desert, CREATURE, ecologics:camel, 5, 1, 1
118, desert, minecraft:desert, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
119, desert, minecraft:desert, CREATURE, feywild:autumn_pixie, 5, 1, 1
120, desert, minecraft:desert, CREATURE, feywild:spring_pixie, 5, 1, 1
121, desert, minecraft:desert, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
122, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
123, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
124, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
125, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
126, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
127, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
128, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
129, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 5, 1, 4
130, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
131, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
132, swamp, minecraft:swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
133, swamp, minecraft:swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
134, swamp, minecraft:swamp, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
135, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
136, swamp, minecraft:swamp, CREATURE, finsandtails:mudhorse, 5, 2, 3
137, swamp, minecraft:swamp, CREATURE, swampier_swamps:dragonfly, 15, 3, 6
138, swamp, minecraft:swamp, CREATURE, environmental:duck, 10, 3, 4
139, swamp, minecraft:swamp, CREATURE, cnb:minipad, 20, 3, 6
140, swamp, minecraft:swamp, CREATURE, cnb:lilytad, 45, 1, 1
141, swamp, minecraft:swamp, CREATURE, ars_nouveau:drygmy, 5, 1, 2
142, swamp, minecraft:swamp, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
143, swamp, minecraft:swamp, CREATURE, environmental:slabfish, 16, 2, 4
144, swamp, minecraft:swamp, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
145, swamp, minecraft:swamp, CREATURE, feywild:autumn_pixie, 5, 1, 1
146, swamp, minecraft:swamp, CREATURE, feywild:spring_pixie, 5, 1, 1
147, swamp, minecraft:swamp, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
148, swamp, minecraft:swamp, CREATURE, cnb:sporeling, 25, 3, 5
149, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
150, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
151, swamp, minecraft:swamp, WATER_CREATURE, minecraft:squid, 5, 1, 2
152, swamp, minecraft:swamp, WATER_AMBIENT, finsandtails:swamp_mucker, 5, 2, 4
153, swamp, minecraft:swamp, WATER_AMBIENT, finsandtails:flatback_sucker, 5, 1, 1
154, swamp, minecraft:swamp, WATER_AMBIENT, upgrade_aquatic:perch, 5, 1, 6
155, swamp, minecraft:swamp, WATER_AMBIENT, upgrade_aquatic:pike, 10, 1, 2
156, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
157, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 80, 4, 4
158, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
159, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
160, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
161, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 5, 1, 4
162, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 5, 1, 1
163, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 5, 1, 1
164, swamp, minecraft:mangrove_swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
165, swamp, minecraft:mangrove_swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
166, swamp, minecraft:mangrove_swamp, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
167, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
168, swamp, minecraft:mangrove_swamp, CREATURE, finsandtails:mudhorse, 5, 2, 3
169, swamp, minecraft:mangrove_swamp, CREATURE, environmental:duck, 10, 3, 4
170, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:drygmy, 5, 1, 2
171, swamp, minecraft:mangrove_swamp, CREATURE, feywild:summer_pixie, 5, 1, 1
172, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
173, swamp, minecraft:mangrove_swamp, CREATURE, environmental:slabfish, 16, 2, 4
174, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
175, swamp, minecraft:mangrove_swamp, CREATURE, feywild:autumn_pixie, 5, 1, 1
176, swamp, minecraft:mangrove_swamp, CREATURE, feywild:spring_pixie, 5, 1, 1
177, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
178, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
179, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
180, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
181, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, finsandtails:swamp_mucker, 5, 2, 4
182, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, finsandtails:flatback_sucker, 5, 1, 1
183, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
184, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
185, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
186, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
187, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
188, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
189, forest, minecraft:forest, MONSTER, minecraft:enderman, 5, 1, 4
190, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
191, forest, minecraft:forest, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
192, forest, minecraft:forest, CREATURE, minecraft:pig, 10, 8, 8
193, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 8, 8
194, forest, minecraft:forest, CREATURE, minecraft:wolf, 5, 4, 4
195, forest, minecraft:forest, CREATURE, finsandtails:flatback_leaf_snail, 6, 1, 2
196, forest, minecraft:forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
197, forest, minecraft:forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
198, forest, minecraft:forest, CREATURE, balloonbox:balloon, 5, 1, 1
199, forest, minecraft:forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
200, forest, minecraft:forest, CREATURE, environmental:deer, 16, 4, 4
201, forest, minecraft:forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
202, forest, minecraft:forest, CREATURE, hexerei:crow, 20, 2, 5
203, forest, minecraft:forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
204, forest, minecraft:forest, CREATURE, feywild:autumn_pixie, 5, 1, 1
205, forest, minecraft:forest, CREATURE, feywild:spring_pixie, 5, 1, 1
206, forest, minecraft:forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
207, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
208, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
209, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
210, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
211, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
212, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
213, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
214, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
215, forest, minecraft:flower_forest, MONSTER, minecraft:enderman, 5, 1, 4
216, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
217, forest, minecraft:flower_forest, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
218, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 10, 8, 8
219, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 8, 8
220, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 5, 2, 3
221, forest, minecraft:flower_forest, CREATURE, finsandtails:flatback_leaf_snail, 6, 1, 2
222, forest, minecraft:flower_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
223, forest, minecraft:flower_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
224, forest, minecraft:flower_forest, CREATURE, balloonbox:balloon, 5, 1, 1
225, forest, minecraft:flower_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
226, forest, minecraft:flower_forest, CREATURE, environmental:deer, 16, 4, 4
227, forest, minecraft:flower_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
228, forest, minecraft:flower_forest, CREATURE, hexerei:crow, 20, 2, 5
229, forest, minecraft:flower_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
230, forest, minecraft:flower_forest, CREATURE, friendsandfoes:moobloom, 32, 2, 4
231, forest, minecraft:flower_forest, CREATURE, feywild:autumn_pixie, 5, 1, 1
232, forest, minecraft:flower_forest, CREATURE, feywild:spring_pixie, 5, 1, 1
233, forest, minecraft:flower_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
234, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
235, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
236, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
237, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
238, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
239, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
240, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
241, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
242, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
243, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
244, forest, minecraft:birch_forest, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
245, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 10, 4, 4
246, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
247, forest, minecraft:birch_forest, CREATURE, finsandtails:flatback_leaf_snail, 6, 1, 2
248, forest, minecraft:birch_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
249, forest, minecraft:birch_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
250, forest, minecraft:birch_forest, CREATURE, balloonbox:balloon, 5, 1, 1
251, forest, minecraft:birch_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
252, forest, minecraft:birch_forest, CREATURE, environmental:deer, 16, 4, 4
253, forest, minecraft:birch_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
254, forest, minecraft:birch_forest, CREATURE, hexerei:crow, 20, 2, 5
255, forest, minecraft:birch_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
256, forest, minecraft:birch_forest, CREATURE, feywild:autumn_pixie, 5, 1, 1
257, forest, minecraft:birch_forest, CREATURE, feywild:spring_pixie, 5, 1, 1
258, forest, minecraft:birch_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
259, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
260, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
261, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
262, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
263, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
264, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
265, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
266, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
267, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
268, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
269, forest, minecraft:dark_forest, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
270, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:dark_oak_creeper, 75, 2, 2
271, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
272, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
273, forest, minecraft:dark_forest, CREATURE, finsandtails:flatback_leaf_snail, 6, 1, 2
274, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
275, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
276, forest, minecraft:dark_forest, CREATURE, balloonbox:balloon, 5, 1, 1
277, forest, minecraft:dark_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
278, forest, minecraft:dark_forest, CREATURE, environmental:deer, 16, 4, 4
279, forest, minecraft:dark_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
280, forest, minecraft:dark_forest, CREATURE, hexerei:crow, 20, 2, 5
281, forest, minecraft:dark_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
282, forest, minecraft:dark_forest, CREATURE, feywild:autumn_pixie, 5, 1, 1
283, forest, minecraft:dark_forest, CREATURE, feywild:spring_pixie, 5, 1, 1
284, forest, minecraft:dark_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
285, forest, minecraft:dark_forest, CREATURE, cnb:sporeling, 70, 3, 5
286, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
287, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
288, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
289, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
290, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
291, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
292, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
293, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
294, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
295, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
296, forest, minecraft:old_growth_birch_forest, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
297, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
298, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
299, forest, minecraft:old_growth_birch_forest, CREATURE, finsandtails:flatback_leaf_snail, 6, 1, 2
300, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
301, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
302, forest, minecraft:old_growth_birch_forest, CREATURE, balloonbox:balloon, 5, 1, 1
303, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
304, forest, minecraft:old_growth_birch_forest, CREATURE, environmental:deer, 16, 4, 4
305, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
306, forest, minecraft:old_growth_birch_forest, CREATURE, hexerei:crow, 20, 2, 5
307, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
308, forest, minecraft:old_growth_birch_forest, CREATURE, feywild:autumn_pixie, 5, 1, 1
309, forest, minecraft:old_growth_birch_forest, CREATURE, feywild:spring_pixie, 5, 1, 1
310, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
311, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
312, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
313, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
314, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
315, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
316, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
317, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
318, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
319, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
320, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
321, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
322, taiga, minecraft:old_growth_pine_taiga, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
323, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
324, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
